A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG
4190,18,30,179,86,55,39,43,156,244,158,57,150,128,10,24,1,0,2,2,0,0,0,1,0,1,2,1,1,4,1,1,0
4191,32,17,179,119,106,39,78,187,266,133,58,248,84,10,18,1,2,0,2,2,1,1,1,2,2,0,2,1,3,0,0,0
4192,34,16,154,94,79,40,118,148,286,165,47,60,115,7,19,0,1,1,2,0,0,1,1,2,2,0,2,1,3,0,0,1
4193,41,25,121,104,104,36,62,196,234,120,91,91,76,10,13,1,2,2,2,2,0,0,0,0,1,2,1,1,2,1,1,0
4194,75,23,168,120,103,35,54,190,162,131,35,115,111,5,16,0,2,2,3,0,1,0,1,2,2,2,1,1,4,1,1,0
4195,89,17,110,115,76,36,51,188,216,102,45,143,76,9,24,1,2,2,2,1,0,0,0,0,0,2,1,1,2,1,1,0
4196,40,32,107,61,108,36,109,195,284,134,30,110,116,4,19,0,2,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0
4197,63,34,149,100,56,38,93,179,261,135,51,109,88,10,18,0,2,2,0,2,1,0,0,0,0,2,1,1,2,1,1,0
4198,89,29,102,104,89,39,77,151,152,125,75,191,122,10,18,0,1,2,0,1,0,0,0,2,1,1,0,0,0,1,0,1
4199,25,28,113,99,51,35,67,148,293,60,91,169,85,8,15,1,2,2,2,2,1,0,0,0,2,0,2,1,3,0,0,0
4200,76,16,119,107,63,38,118,169,181,125,52,182,131,9,24,0,2,2,1,2,0,0,1,0,2,2,1,1,2,1,1,0
4201,76,31,91,83,59,40,58,145,275,79,50,80,135,5,13,0,2,3,2,1,0,0,0,0,2,2,1,1,2,1,1,0
4202,30,36,172,88,99,36,108,164,287,128,80,97,134,9,21,1,2,0,1,2,0,0,0,2,2,1,0,0,0,1,0,0
4203,56,40,114,62,67,40,103,167,142,156,67,81,120,10,14,0,2,1,2,1,0,0,0,0,1,1,0,0,1,0,0,0
4204,45,22,139,104,67,39,43,149,300,131,57,106,105,8,25,0,0,0,2,0,0,0,1,2,2,1,0,0,0,1,0,0
4205,78,24,103,63,65,38,120,180,103,185,73,211,104,8,25,1,1,2,1,2,0,0,0,2,2,2,1,1,2,1,1,1
4206,33,40,95,109,101,38,49,167,174,69,68,144,93,9,25,0,0,2,2,0,1,0,0,0,1,2,1,1,2,1,1,0
4207,19,32,165,61,118,35,51,168,193,61,71,204,138,10,20,0,2,0,0,2,1,0,0,2,1,2,1,1,4,1,1,0
4208,34,39,173,79,101,36,108,175,206,116,71,131,98,4,15,1,2,1,2,2,0,0,0,2,2,2,1,1,4,1,1,0
4209,47,33,176,113,80,35,46,150,190,175,89,54,70,6,12,1,0,2,1,2,0,0,1,2,1,0,2,1,0,1,1,0
4210,30,22,119,112,72,38,83,160,192,189,86,66,126,5,21,1,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4211,30,22,119,74,91,38,62,193,279,103,36,246,78,9,15,0,0,0,2,2,0,0,0,2,2,2,1,1,2,1,1,0
4212,60,17,127,108,111,35,41,177,259,129,80,166,84,7,24,0,1,3,3,1,1,1,1,0,0,1,0,0,0,1,0,1
4213,38,17,147,91,99,38,76,165,212,173,61,233,85,8,19,1,2,0,2,1,0,0,1,0,1,0,2,1,3,0,0,0
4214,72,26,130,120,64,37,108,157,189,123,36,215,117,5,25,0,2,3,3,1,0,0,0,0,2,2,1,1,2,1,1,0
4215,57,36,146,101,93,39,59,143,193,196,69,172,105,4,19,0,2,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0
4216,32,31,125,60,91,36,83,183,278,191,44,231,122,5,21,1,2,1,0,0,0,0,1,0,1,0,2,1,3,0,0,0
4217,90,18,153,97,94,39,109,180,237,199,88,97,72,7,21,1,0,1,2,1,1,0,0,1,1,0,2,1,3,0,0,0
4218,69,31,105,94,84,36,113,154,239,181,41,98,88,7,13,0,2,2,2,2,1,0,0,2,1,2,1,1,2,1,1,0
4219,70,28,177,110,71,38,90,162,266,165,71,218,110,4,21,0,2,0,2,2,0,0,1,0,2,1,0,0,0,1,0,0
4220,69,33,167,66,87,35,119,180,295,108,68,71,106,5,15,0,0,0,2,1,1,0,1,0,1,2,1,1,2,1,1,0
4221,47,23,179,104,119,35,70,145,237,113,92,234,128,9,18,1,2,3,2,2,0,0,1,0,1,2,1,1,2,1,1,0
4222,50,35,161,72,113,38,80,182,191,177,31,243,136,6,19,0,2,2,0,1,1,1,0,0,0,1,0,0,0,1,0,0
4223,74,26,103,108,56,36,97,146,204,67,58,68,77,6,12,0,0,0,0,2,0,0,1,0,2,2,1,1,2,1,1,0
4224,69,19,120,60,93,38,44,196,172,131,90,162,83,9,19,0,0,2,2,1,1,1,0,0,0,0,2,1,3,0,0,0
4225,26,25,155,73,56,36,72,185,109,80,58,150,130,8,12,0,0,0,2,2,0,0,1,2,0,2,1,1,2,1,1,0
4226,71,34,157,88,115,38,82,199,203,133,67,179,104,9,17,1,2,2,2,1,1,0,0,0,1,1,0,0,0,1,0,0
4227,18,17,154,117,109,38,58,187,250,91,36,82,85,10,16,1,2,1,1,2,0,0,1,0,2,0,2,1,3,0,0,0
4228,61,35,144,62,50,38,71,154,240,180,59,250,140,8,21,1,2,1,2,2,0,0,1,1,1,0,2,1,3,0,0,0
4229,26,29,173,105,111,35,42,191,147,134,85,236,104,5,18,1,0,2,0,2,0,0,1,2,2,2,1,1,2,1,1,0
4230,49,28,167,83,67,36,40,148,208,59,65,138,77,9,17,1,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0
4231,32,25,129,60,56,40,80,190,188,120,71,183,129,10,21,0,2,1,1,1,1,0,0,0,2,1,0,0,0,1,0,0
4232,29,34,114,107,103,38,87,169,143,71,33,60,81,8,25,1,1,3,0,1,0,1,0,2,2,0,2,1,3,0,0,1
4233,74,22,114,69,116,39,78,183,192,200,34,76,118,7,12,1,2,2,3,2,0,0,0,2,1,0,2,1,3,0,0,0
4234,25,18,92,72,59,39,44,182,163,125,75,249,137,4,17,0,2,1,3,2,0,0,1,0,1,0,2,1,0,1,1,0
4235,89,26,158,95,110,35,116,167,139,62,31,222,104,8,24,0,2,0,1,2,1,1,0,0,1,0,2,1,3,0,0,0
4236,44,22,115,68,108,37,50,169,233,172,83,80,114,9,25,1,2,2,1,1,0,0,0,0,1,1,0,0,1,0,0,0
4237,79,20,129,73,108,40,61,147,219,190,88,140,110,6,14,1,2,2,1,2,0,0,0,0,1,2,1,1,4,1,1,0
4238,29,29,127,95,118,35,103,174,171,146,62,240,130,9,23,0,0,2,2,2,1,1,0,0,2,2,1,1,2,1,1,0
4239,82,26,127,69,112,37,51,190,197,144,51,221,84,7,17,1,2,2,2,1,0,0,1,2,2,0,2,1,3,0,0,0
4240,59,30,157,99,57,35,92,174,270,100,76,218,136,10,18,0,2,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0
4241,79,30,96,82,104,39,94,196,131,132,35,96,128,6,17,0,2,2,3,0,0,0,0,0,1,2,1,1,2,1,1,0
4242,28,35,119,94,55,38,92,165,276,145,53,246,71,8,20,0,1,0,2,1,0,0,0,0,1,2,1,1,4,1,1,1
4243,60,34,108,114,50,36,60,169,173,139,78,128,75,9,23,1,2,2,2,2,0,0,0,0,2,0,2,1,3,0,0,0
4244,34,34,124,66,105,38,58,174,222,175,80,51,126,8,20,0,2,0,2,2,1,0,0,0,1,0,2,1,3,0,0,0
4245,49,18,122,101,59,39,108,177,246,62,70,192,85,10,19,0,0,2,0,1,0,0,1,1,2,0,2,1,0,1,1,0
4246,57,25,122,94,72,36,111,150,183,167,96,69,92,7,16,0,1,2,2,0,1,0,1,2,2,2,1,1,4,1,1,1
4247,40,27,167,61,65,37,105,159,151,200,31,180,110,6,21,0,2,1,1,0,0,1,1,2,0,2,1,1,4,1,1,0
4248,73,23,127,74,65,37,98,185,279,124,72,155,99,4,14,0,2,0,2,2,0,1,0,2,1,1,0,0,1,0,0,0
4249,23,18,99,68,105,39,88,170,133,68,61,88,136,4,15,1,0,2,0,2,0,0,0,1,1,2,1,1,4,1,1,0
4250,67,26,146,106,55,36,98,173,286,147,41,123,124,10,22,1,2,0,2,2,1,0,0,0,1,0,2,1,3,0,0,0
4251,54,23,117,76,79,38,62,151,180,160,52,139,73,7,21,1,1,0,1,1,0,0,0,2,2,0,2,1,3,0,0,1
4252,81,27,167,98,112,39,42,187,207,157,45,187,97,9,19,1,2,2,2,1,0,0,1,0,1,1,0,0,0,1,0,0
4253,71,30,127,111,50,37,95,167,225,84,73,217,119,8,20,0,0,3,1,0,1,0,0,0,1,0,2,1,0,1,1,0
4254,89,40,105,77,100,39,97,142,104,142,31,190,97,9,24,1,1,0,2,0,0,0,0,2,2,2,1,1,4,1,1,1
4255,66,20,110,74,95,38,101,192,293,149,36,93,122,7,19,1,1,2,0,2,0,0,0,2,1,2,1,1,4,1,1,1
4256,28,24,95,77,70,35,57,187,140,145,50,81,136,6,21,1,0,1,0,1,0,1,0,2,2,2,1,1,2,1,1,0
4257,66,27,130,83,87,40,100,181,133,133,87,250,95,4,14,0,2,2,2,0,0,1,0,0,1,1,0,0,1,0,0,0
4258,38,21,104,82,118,40,76,191,281,199,52,79,108,8,18,0,0,3,2,0,0,0,1,0,1,1,0,0,0,1,0,0
4259,83,40,92,71,112,40,93,144,119,116,89,178,82,6,22,0,1,0,2,2,1,1,1,0,2,1,0,0,0,1,0,1
4260,80,33,132,82,99,35,117,152,281,185,54,102,140,4,19,0,0,3,2,2,1,0,1,0,2,0,2,1,3,0,0,0
4261,45,38,136,80,61,38,104,151,165,68,64,125,123,4,14,0,2,2,0,2,1,0,0,0,1,1,0,0,0,1,0,0
4262,34,33,103,85,118,36,53,198,191,80,74,93,82,5,12,0,0,2,3,0,1,0,0,0,1,0,2,1,3,0,0,0
4263,23,31,155,67,93,39,44,140,245,81,36,84,128,8,18,1,1,2,1,1,1,0,0,1,1,1,0,0,1,0,0,1
4264,36,27,118,89,101,38,101,191,143,104,98,217,73,7,25,0,0,2,2,1,0,0,0,0,1,0,2,1,3,0,0,0
4265,73,27,93,93,58,35,40,182,202,152,61,94,126,5,14,0,2,2,1,0,0,0,1,2,1,0,2,1,0,1,1,0
4266,45,40,115,61,114,37,102,197,147,100,82,237,129,4,12,0,2,1,0,1,0,1,0,1,2,2,1,1,2,1,1,0
4267,83,35,101,64,59,40,106,158,134,171,98,173,116,8,18,0,1,2,3,0,0,0,0,2,1,0,2,1,3,0,0,1
4268,55,16,91,90,95,40,59,168,210,141,54,165,74,10,22,0,2,1,2,2,0,0,1,0,2,0,2,1,3,0,0,0
4269,54,24,106,92,107,38,82,186,138,159,31,173,105,10,23,0,2,2,1,2,1,0,0,1,2,0,2,1,0,1,1,0
4270,85,36,124,113,86,40,81,189,102,92,90,240,88,8,25,0,2,0,2,2,0,0,1,1,0,1,0,0,0,1,0,0
4271,66,27,99,63,101,40,108,187,118,124,38,187,99,5,18,0,2,2,2,1,0,1,0,0,2,0,2,1,3,0,0,0
4272,60,40,175,65,62,38,113,178,224,120,80,96,110,6,15,1,2,2,1,2,1,0,1,2,2,2,1,1,2,1,1,0
4273,53,23,132,82,55,38,78,181,245,121,31,201,117,6,25,1,2,1,2,2,0,0,0,0,2,1,0,0,0,1,0,0
4274,75,15,110,104,107,35,101,164,182,152,74,234,97,10,13,0,0,2,2,2,0,0,0,1,2,2,1,1,4,1,1,0
4275,30,28,104,78,97,35,87,155,104,90,61,67,100,7,21,0,0,3,2,1,0,0,1,0,2,0,2,1,3,0,0,0
4276,69,30,124,102,81,40,45,156,154,127,61,234,126,8,25,1,2,0,2,0,0,0,1,0,1,0,2,1,0,1,1,0
4277,75,34,174,104,60,38,113,167,112,73,37,121,112,9,16,0,2,0,0,1,0,0,1,2,2,1,0,0,0,1,0,0
4278,49,29,174,67,54,38,81,178,261,79,49,172,134,5,22,0,2,2,2,2,0,0,1,0,2,0,2,1,0,1,1,0
4279,77,15,174,98,55,40,97,182,117,101,94,223,78,4,22,0,0,2,0,1,1,0,0,0,2,2,1,1,2,1,1,0
4280,75,31,149,72,70,36,82,199,167,106,50,220,81,6,20,0,1,1,2,0,1,0,1,0,1,0,2,1,3,0,0,1
4281,73,38,133,60,91,37,49,188,199,128,36,126,81,5,17,1,0,2,2,1,0,0,0,0,2,0,2,1,3,0,0,0
4282,45,27,94,65,76,39,117,144,299,166,38,193,111,7,21,0,2,2,3,0,0,1,0,0,1,2,1,1,2,1,1,0
4283,18,29,162,66,52,39,78,140,270,80,31,191,122,7,25,0,1,1,1,1,0,0,0,0,2,2,1,1,4,1,1,1
4284,59,30,107,107,109,40,52,142,292,125,48,58,126,9,23,1,0,2,0,1,1,0,0,0,0,2,1,1,2,1,1,0
4285,65,30,110,86,115,39,114,187,268,79,89,250,85,8,20,0,2,2,1,2,0,0,0,2,2,0,2,1,3,0,0,0
4286,57,16,161,74,98,35,78,163,137,162,99,118,119,7,23,1,2,1,2,0,1,0,1,0,1,0,2,1,3,0,0,0
4287,80,31,163,111,83,35,50,168,265,187,88,110,73,7,12,1,2,3,1,2,0,1,0,0,1,1,0,0,0,1,0,0
4288,89,25,140,93,86,36,55,154,240,183,98,60,82,9,13,1,2,1,2,0,1,0,0,0,0,0,2,1,3,0,0,0
4289,21,22,130,117,91,40,72,143,224,69,74,196,129,9,22,1,0,2,0,1,1,1,1,2,2,1,0,0,0,1,0,0
4290,55,34,113,116,114,35,99,183,121,69,91,113,97,6,17,0,2,1,1,0,0,0,1,2,1,0,2,1,3,0,0,0
4291,44,17,113,82,109,40,98,140,128,61,39,87,81,6,14,0,1,0,0,1,0,0,1,2,2,0,2,1,0,1,1,1
4292,26,26,127,107,50,40,113,188,236,134,94,59,93,7,13,1,2,0,0,2,0,1,0,0,1,1,0,0,0,1,0,0
4293,33,34,133,108,108,38,90,195,209,98,55,65,70,10,17,0,2,0,0,1,0,1,0,2,1,0,2,1,0,1,1,0
4294,73,30,146,83,53,37,54,154,207,59,89,118,103,9,18,1,1,2,2,0,0,0,1,0,0,2,1,1,2,1,1,1
4295,48,28,148,74,63,37,119,163,167,54,47,91,72,10,15,0,1,1,2,0,1,0,0,0,1,2,1,1,2,1,1,1
4296,31,30,123,94,67,40,82,191,203,113,88,93,91,8,24,1,1,2,0,2,0,0,0,0,1,1,0,0,0,1,0,1
4297,42,35,164,63,83,37,66,170,244,185,50,230,96,6,24,0,2,3,2,2,1,0,0,0,1,2,1,1,4,1,1,0
4298,51,31,171,103,50,37,95,159,264,66,75,212,90,6,21,1,2,0,2,2,0,1,1,2,2,0,2,1,3,0,0,0
4299,84,25,112,96,102,39,99,149,291,116,41,213,82,9,20,1,2,2,2,0,0,0,0,0,0,2,1,1,4,1,1,0
4300,41,31,175,76,71,39,109,150,294,70,61,199,113,10,22,0,1,1,2,2,0,0,0,0,0,1,0,0,0,1,0,1
4301,90,33,132,90,110,38,86,157,231,65,68,73,93,7,23,0,2,1,1,0,0,0,1,0,1,2,1,1,2,1,1,0
4302,43,36,171,97,71,36,47,173,139,76,84,189,115,8,24,1,2,2,3,2,0,0,1,2,2,0,2,1,3,0,0,0
4303,37,15,129,69,99,35,102,167,243,164,84,84,86,10,14,1,0,2,2,2,0,0,1,2,0,0,2,1,3,0,0,0
4304,81,26,136,113,65,35,46,177,238,55,39,99,74,10,13,1,2,1,0,2,0,0,1,2,1,1,0,0,0,1,0,0
4305,27,29,130,109,77,39,120,155,125,91,64,132,107,7,22,0,2,2,2,2,0,0,0,2,2,2,1,1,2,1,1,0
4306,84,32,136,86,119,40,41,163,194,193,35,127,128,4,25,0,2,0,1,2,0,0,0,0,2,0,2,1,0,1,1,0
4307,41,37,109,101,91,37,56,178,197,52,97,89,96,4,16,0,2,2,0,2,0,0,1,2,1,2,1,1,2,1,1,0
4308,22,28,166,65,115,38,43,194,299,89,91,71,123,10,23,1,2,2,0,2,1,1,1,2,1,0,2,1,0,1,1,0
4309,84,15,154,115,120,36,65,190,202,69,38,224,140,9,20,0,1,2,2,0,0,0,1,2,2,0,2,1,3,0,0,1
4310,75,27,157,65,84,39,117,151,292,56,58,124,124,8,12,1,2,3,2,2,1,0,0,0,0,2,1,1,4,1,1,0
4311,44,29,113,111,69,40,111,189,224,108,100,115,140,4,17,0,2,3,3,2,0,0,0,0,1,1,0,0,0,1,0,0
4312,32,21,125,74,51,38,108,181,101,188,35,187,112,9,19,0,0,1,2,1,0,0,1,2,2,2,1,1,2,1,1,0
4313,52,29,134,63,56,40,44,146,190,142,73,220,107,8,18,0,2,1,2,2,1,0,1,2,1,1,0,0,0,1,0,0
4314,70,34,91,116,98,38,44,175,144,101,93,246,130,4,17,0,2,2,2,1,0,0,1,2,0,0,2,1,0,1,1,0
4315,61,24,117,107,58,39,108,156,270,180,96,143,114,5,14,1,2,2,0,2,0,0,0,0,2,0,2,1,0,1,1,0
4316,43,28,115,113,76,38,42,188,102,70,73,202,127,6,20,1,2,1,1,2,0,0,0,0,2,0,2,1,3,0,0,0
4317,64,20,112,115,51,37,77,143,261,60,43,159,98,9,16,1,1,1,1,2,0,1,0,0,1,0,2,1,3,0,0,1
4318,51,28,168,99,117,38,40,192,179,99,38,96,123,10,23,0,1,2,1,2,0,0,1,0,2,1,0,0,1,0,0,1
4319,67,38,125,66,109,36,47,176,292,58,52,184,103,7,12,1,2,1,0,2,0,0,0,2,2,2,1,1,2,1,1,0
4320,29,39,180,110,98,38,52,172,163,94,86,153,90,8,20,1,0,1,2,2,0,0,0,2,2,0,2,1,0,1,1,0
4321,21,36,95,117,51,35,109,158,234,78,86,205,114,4,21,1,1,0,2,2,0,1,1,0,0,0,2,1,3,0,0,1
4322,65,26,124,108,66,38,89,193,134,111,44,129,70,10,20,0,2,2,2,2,0,0,1,0,1,1,0,0,0,1,0,0
4323,72,25,127,112,69,40,47,165,121,64,93,94,79,5,12,1,0,1,2,0,0,0,1,2,1,0,2,1,0,1,1,0
4324,18,39,124,104,81,39,69,194,275,68,36,150,127,4,24,1,2,2,2,2,0,0,0,2,2,2,1,1,2,1,1,0
4325,83,34,163,106,100,35,79,150,259,192,49,244,97,5,18,1,2,1,0,1,0,0,1,2,2,2,1,1,2,1,1,0
4326,47,36,142,85,91,39,118,170,125,84,93,61,130,7,20,1,2,2,0,1,0,0,0,0,1,2,1,1,2,1,1,0
4327,20,38,127,117,112,40,113,140,219,190,48,132,99,6,13,1,2,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0
4328,38,39,148,90,110,36,72,179,105,193,35,162,97,10,21,1,2,0,2,2,1,0,1,2,2,2,1,1,2,1,1,0
4329,66,33,132,61,111,37,112,175,273,116,80,60,98,6,17,1,2,2,1,1,1,1,0,0,2,1,0,0,0,1,0,0
4330,79,16,93,87,52,36,91,168,282,144,68,180,100,5,21,0,2,1,1,2,1,0,0,2,0,0,2,1,3,0,0,0
4331,55,36,94,101,75,35,72,164,217,104,94,110,137,9,12,0,2,2,0,1,0,0,1,0,2,1,0,0,0,1,0,0
4332,32,34,157,72,97,40,112,198,282,84,100,243,100,10,25,0,0,3,3,1,0,0,0,2,1,0,2,1,3,0,0,0
4333,69,15,134,77,57,40,117,198,184,65,54,105,110,4,14,1,0,1,0,2,1,0,0,0,2,0,2,1,3,0,0,0
4334,63,22,169,89,54,37,76,193,284,178,52,171,133,6,22,1,2,0,1,0,0,0,1,0,1,2,1,1,4,1,1,0
4335,42,39,114,114,60,38,109,186,220,63,87,75,111,4,16,1,2,1,1,1,1,0,0,2,1,1,0,0,0,1,0,0
4336,38,28,167,70,91,35,108,188,162,111,40,135,113,8,18,0,2,1,0,2,1,0,1,1,0,0,2,1,3,0,0,0
4337,22,23,100,72,90,37,43,157,228,184,63,83,100,4,22,1,0,2,2,2,0,0,0,0,2,0,2,1,3,0,0,0
4338,87,16,118,110,68,39,99,142,248,200,60,232,80,9,16,0,2,0,2,1,0,0,1,2,2,0,2,1,0,1,1,0
4339,64,39,123,120,97,37,119,157,119,148,67,193,105,8,19,0,2,1,2,1,0,1,0,0,1,1,0,0,0,1,0,0
4340,85,37,175,83,102,39,113,197,300,78,75,216,101,8,16,0,1,0,0,1,1,0,0,1,0,2,1,1,4,1,1,1
4341,35,19,103,116,104,39,70,146,128,199,41,183,108,6,17,1,2,2,2,0,0,0,0,2,2,0,2,1,3,0,0,0
4342,38,37,113,88,110,40,53,167,142,142,38,159,136,8,13,1,0,2,2,2,0,0,1,2,0,1,0,0,0,1,0,0
4343,40,39,148,115,81,37,116,156,272,55,42,121,129,4,23,0,2,1,2,1,0,0,0,0,2,2,1,1,4,1,1,0
4344,81,22,128,113,95,40,99,164,164,138,93,229,94,10,16,1,1,2,2,1,0,1,0,0,2,0,2,1,3,0,0,1
4345,84,30,115,64,85,40,107,157,230,51,49,202,97,7,18,1,1,2,2,2,0,0,0,0,1,0,2,1,3,0,0,1
4346,57,36,132,94,67,36,65,191,195,145,88,105,88,9,12,1,2,0,0,2,1,1,0,0,1,2,1,1,4,1,1,0
4347,27,30,125,78,67,36,63,179,119,85,51,132,98,4,21,0,2,2,1,1,1,0,0,0,0,0,2,1,3,0,0,0
4348,69,27,128,114,61,40,95,182,180,145,94,196,119,5,20,0,2,3,3,2,0,0,0,0,2,2,1,1,2,1,1,0
4349,89,34,150,72,95,40,48,142,136,197,89,250,88,10,20,1,2,2,2,1,0,0,1,0,1,0,2,1,3,0,0,0
4350,78,29,105,64,104,39,74,164,137,86,70,142,125,5,19,0,0,0,2,1,0,0,0,0,1,0,2,1,3,0,0,0
4351,81,15,148,103,87,40,118,146,144,151,74,204,87,4,22,0,1,0,2,2,0,1,0,2,0,2,1,1,2,1,1,1
4352,22,36,95,73,51,35,63,186,269,118,33,182,114,5,20,1,2,2,2,2,1,1,0,0,2,0,2,1,3,0,0,0
4353,70,17,145,97,58,37,70,149,145,119,99,75,110,7,25,1,1,0,2,2,0,1,0,1,2,0,2,1,3,0,0,1
4354,72,20,97,81,54,35,105,183,159,199,74,207,82,5,16,0,2,2,2,2,1,0,0,0,1,2,1,1,4,1,1,0
4355,54,36,116,68,68,36,105,183,195,156,87,127,137,6,18,1,0,2,0,0,0,1,0,2,1,1,0,0,0,1,0,0
4356,73,28,160,108,120,35,80,190,112,64,52,146,137,10,12,1,1,2,2,2,0,0,0,1,2,0,2,1,0,1,1,1
4357,76,18,116,99,88,38,75,158,130,147,61,212,93,10,18,0,1,1,2,0,0,0,0,2,1,2,1,1,4,1,1,1
4358,86,32,178,85,91,38,73,154,223,96,92,124,102,10,20,1,2,2,1,0,1,0,1,2,2,0,2,1,0,1,1,0
4359,90,29,135,104,66,36,78,160,167,157,37,230,124,7,14,0,0,0,1,0,0,0,0,2,2,1,0,0,1,0,0,0
4360,76,23,130,120,112,35,62,160,215,157,54,245,72,10,20,1,1,0,2,1,0,1,1,2,1,1,0,0,0,1,0,1
4361,19,32,168,64,95,37,119,197,161,118,62,165,72,6,16,0,2,0,3,2,0,0,1,2,1,1,0,0,0,1,0,0
4362,82,17,114,88,69,36,83,176,276,101,95,210,99,6,24,0,2,0,2,1,1,0,0,0,0,2,1,1,2,1,1,0
4363,77,24,175,113,119,38,109,167,245,51,45,119,87,10,20,1,2,1,2,2,1,0,0,0,1,2,1,1,2,1,1,0
4364,68,31,107,81,57,36,97,184,174,94,84,205,135,7,24,0,1,1,2,1,0,0,0,0,2,1,0,0,1,0,0,1
4365,47,21,101,108,68,35,98,171,205,160,65,85,112,9,25,1,1,2,2,1,1,0,0,0,1,2,1,1,2,1,1,1
4366,28,29,176,62,81,35,65,196,152,141,36,98,135,6,19,1,2,0,2,0,0,1,0,2,2,1,0,0,0,1,0,0
4367,56,15,140,87,68,35,61,180,245,171,98,102,96,5,25,0,2,0,1,2,0,1,0,1,1,0,2,1,3,0,0,0
4368,89,39,128,97,73,39,79,193,150,114,37,246,88,4,24,0,2,2,0,0,0,1,1,2,1,2,1,1,2,1,1,0
4369,80,25,178,73,73,35,50,166,268,165,32,179,85,7,22,0,1,2,2,2,0,1,0,0,2,0,2,1,3,0,0,1
4370,81,31,99,106,105,40,48,198,200,198,64,129,95,10,18,0,2,0,2,2,0,0,1,0,1,2,1,1,2,1,1,0
4371,78,19,163,73,67,38,51,162,200,176,65,120,83,4,21,0,2,2,3,1,1,0,0,2,1,2,1,1,2,1,1,0
4372,71,21,166,102,61,38,65,149,294,116,59,241,116,7,17,0,2,2,2,2,0,1,1,0,1,1,0,0,1,0,0,0
4373,90,33,143,70,90,39,77,179,292,143,44,70,87,7,13,0,2,0,2,2,0,0,0,0,1,1,0,0,1,0,0,0
4374,75,39,118,68,97,38,42,180,182,178,97,84,97,6,23,1,2,0,2,0,1,0,1,2,2,2,1,1,4,1,1,0
4375,73,38,130,97,113,38,54,145,222,108,87,223,88,4,18,0,0,2,2,1,1,0,0,0,0,2,1,1,2,1,1,0
4376,51,29,98,106,65,36,86,163,233,164,57,135,99,9,13,0,2,2,2,1,0,1,1,0,1,1,0,0,0,1,0,0
4377,48,17,152,103,72,35,44,157,264,165,71,164,90,10,17,1,0,2,1,1,1,0,0,2,0,1,0,0,1,0,0,0
4378,69,29,166,120,88,40,93,149,111,96,47,225,90,5,17,0,0,1,2,0,0,0,1,2,2,2,1,1,4,1,1,0
4379,18,19,126,65,82,40,63,195,180,158,34,71,117,4,20,1,0,2,3,2,0,0,0,1,2,2,1,1,2,1,1,0
4380,72,37,103,60,73,36,50,154,101,67,38,183,124,7,24,1,2,2,2,2,1,0,0,2,1,0,2,1,0,1,1,0
4381,39,26,162,84,110,40,72,184,152,162,38,169,99,5,21,1,2,2,0,2,0,0,0,0,1,1,0,0,1,0,0,0
4382,57,34,161,75,104,36,113,182,252,82,47,210,111,6,22,0,2,0,2,2,1,0,1,2,1,1,0,0,0,1,0,0
4383,18,19,128,111,110,40,96,173,255,192,85,88,106,5,15,1,2,1,2,2,1,1,1,0,0,0,2,1,3,0,0,0
4384,82,17,129,74,89,38,91,147,272,73,44,92,110,5,20,0,2,1,2,2,0,0,0,0,2,1,0,0,0,1,0,0
4385,80,23,143,93,107,37,103,189,136,85,91,202,115,4,13,0,2,3,3,2,0,0,0,0,1,0,2,1,3,0,0,0
4386,71,40,92,76,50,35,82,174,244,109,64,195,129,7,16,0,2,1,0,2,1,0,0,2,2,0,2,1,0,1,1,0
4387,59,23,144,62,74,37,120,194,168,139,69,90,70,7,14,0,0,1,2,1,0,0,0,0,1,0,2,1,0,1,1,0
4388,38,21,122,62,102,38,83,166,155,100,80,177,123,7,17,1,2,1,3,1,0,0,1,0,0,2,1,1,4,1,1,0
4389,39,40,160,96,110,39,75,164,220,199,89,167,104,8,13,1,2,3,0,1,1,0,0,0,0,0,2,1,3,0,0,0
4390,55,16,108,76,95,36,51,142,157,193,85,84,85,6,24,0,2,2,3,2,0,0,0,0,2,2,1,1,4,1,1,0
4391,25,37,123,114,109,40,95,160,103,153,70,73,74,4,21,0,1,1,0,2,0,0,0,0,1,0,2,1,0,1,1,1
4392,79,37,167,120,100,40,42,196,202,65,83,232,100,7,20,0,1,3,2,2,1,0,0,0,1,0,2,1,0,1,1,1
4393,64,35,139,108,97,38,89,178,282,182,46,153,106,5,15,1,0,3,1,1,0,0,0,0,1,0,2,1,0,1,1,0
4394,34,30,136,111,89,40,68,171,148,183,54,89,94,8,18,1,0,0,3,2,1,0,0,0,2,2,1,1,2,1,1,0
4395,34,23,135,97,56,38,116,189,137,79,38,136,131,6,16,0,0,1,2,1,0,0,0,1,1,2,1,1,2,1,1,0
4396,30,27,145,60,68,37,55,192,144,196,85,78,94,7,19,0,2,3,0,2,0,0,1,2,1,2,1,1,2,1,1,0
